STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement Flag,Quality Flag
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130108 12:00,0.01, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130108 13:00,0.01, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130108 14:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130108 15:00,0.01, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130108 16:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130108 17:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130108 18:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130108 21:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130108 22:00,0.07, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130108 23:00,0.04, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 00:00,0.01, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 06:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 07:00,0.01, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 08:00,0.04, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 09:00,0.11, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 10:00,0.05, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 11:00,0.10, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 12:00,0.05, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 13:00,0.02, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 14:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 15:00,0.01, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 16:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 18:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 19:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 20:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 21:00,0.02, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 22:00,0.01, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130109 23:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130110 00:00,0.03, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130110 01:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130113 06:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130113 07:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130113 08:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130113 09:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130113 10:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130115 04:00,0.01, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130115 05:00,0.01, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130115 06:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130115 07:00,0.01, , 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130115 08:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130115 16:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130115 17:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130115 20:00,0.00,T, 
COOP:411136,BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT TX US,7.3,25.9141,-97.423,20130115 21:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 01:00,0.00,g, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 06:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 07:00,0.19, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 08:00,0.04, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 09:00,0.10, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 10:00,0.13, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 11:00,0.08, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 12:00,0.12, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 13:00,0.07, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 14:00,0.06, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 15:00,0.05, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 16:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 17:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 18:00,0.06, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 19:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 20:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 21:00,0.08, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 22:00,0.04, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130101 23:00,0.03, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130102 00:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130102 19:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130102 20:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130102 21:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130105 16:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130105 17:00,0.04, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130105 18:00,0.03, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130105 20:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130106 03:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130106 04:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130109 03:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130109 04:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130109 05:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130109 19:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130110 00:00,0.03, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130110 03:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130110 04:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130110 17:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130110 18:00,0.10, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130111 06:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130111 07:00,0.03, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130111 08:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130111 09:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130111 11:00,0.05, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130111 12:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130111 13:00,0.12, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130111 14:00,0.10, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130111 21:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130111 23:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130112 00:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130112 02:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130112 04:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130113 10:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130113 17:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130113 18:00,0.13, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130113 19:00,0.03, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130113 20:00,0.43, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130113 21:00,0.06, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130113 22:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130113 23:00,0.04, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 00:00,0.04, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 01:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 03:00,0.05, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 04:00,0.07, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 05:00,0.08, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 06:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 07:00,0.12, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 08:00,0.19, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 09:00,0.12, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 10:00,0.06, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 11:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 12:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 13:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 16:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 17:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 20:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 21:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 22:00,0.05, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130114 23:00,0.04, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 00:00,0.05, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 01:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 02:00,0.13, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 03:00,0.20, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 04:00,0.14, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 05:00,0.12, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 06:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 07:00,0.03, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 08:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 09:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 10:00,0.08, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 11:00,0.11, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 12:00,0.03, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 13:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 14:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 21:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130115 23:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 00:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 01:00,0.09, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 02:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 08:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 09:00,0.07, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 10:00,0.13, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 11:00,0.10, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 12:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 13:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 15:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 16:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 20:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 21:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 22:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130116 23:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 02:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 03:00,0.03, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 04:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 05:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 06:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 07:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 08:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 09:00,0.06, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 10:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 11:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 12:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 13:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 14:00,0.03, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 15:00,0.04, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130117 16:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130125 18:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130125 20:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130125 21:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130125 22:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130125 23:00,0.05, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130126 00:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130126 01:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130126 02:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130129 21:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 01:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 03:00,0.00,T, 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 04:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 05:00,0.07, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 06:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 08:00,0.15, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 09:00,0.16, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 10:00,1.14, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 11:00,0.29, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 12:00,0.25, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 13:00,0.08, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 14:00,0.08, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 15:00,0.06, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 16:00,0.02, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 17:00,0.01, , 
COOP:010116,ALABASTER SHELBY CO AIRPORT ASOS AL US,172.2,33.17833,-86.78167,20130130 18:00,0.02, , 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130101 01:00,0.00,g, 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130106 04:00,0.02, , 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130106 05:00,0.03, , 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130106 06:00,0.01, , 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130106 08:00,0.00,T, 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130109 17:00,0.00,T, 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130109 18:00,0.08, , 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130109 19:00,0.05, , 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130109 20:00,0.10, , 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130109 21:00,0.12, , 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130109 22:00,0.11, , 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130109 23:00,0.01, , 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130110 14:00,0.00,T, 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130110 15:00,0.02, , 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130110 16:00,0.08, , 
COOP:040897,BLUE CANYON NYACK AIRPORT CA US,1608.1,39.2774,-120.7102,20130111 16:00,0.00,T, 
